,event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
14,2019-11-01 00:00:55 UTC,view,5534,"1,4875800067113E+018",,ingarden,14.76,556138645,57ed222e-a54a-4907-9944-5a875c2d7f4f
15,2019-11-01 00:00:57 UTC,view,5674484,"1,48758000902655E+018",,runail,15.71,562076640,09fafd6c-6c99-46b1-834f-33527f4de241
16,2019-11-01 00:01:06 UTC,view,5649207,"1,48758001358157E+018",,concept,2.94,566273978,c2d3b5fa-445a-432e-bfa8-bea9652e3cfe
17,2019-11-01 00:01:07 UTC,view,5780830,"1,4875800050923E+018",,rosi,7.14,429913900,2f0bff3c-252f-4fe6-afcd-5d8a6a92839a
18,2019-11-01 00:01:09 UTC,cart,4607,"1,48758001079655E+018",,runail,0.38,553329724,2067216c-31b5-455d-a1cc-af0575a34ffb
19,2019-11-01 00:01:11 UTC,view,5759991,"1,48758001321247E+018",,,15.08,391027139,8b820c4f-4cee-4407-9f6a-dc0f926959bb
20,2019-11-01 00:01:11 UTC,cart,4600,"1,48758001079655E+018",,runail,0.38,553329724,2067216c-31b5-455d-a1cc-af0575a34ffb
21,2019-11-01 00:01:13 UTC,view,5807857,"1,48758000947115E+018",,irisk,1.11,566280991,c9e882a2-e8fb-4607-a9f2-0e0948c16e64
22,2019-11-01 00:01:23 UTC,view,5837825,"1,93347228675342E+018",,,3.49,514649199,037e2ba9-1446-49c6-9723-dcfa7f9da3b8
23,2019-11-01 00:01:23 UTC,view,5745720,"1,48758000631703E+018",,irisk,8.57,485066868,9eeee910-722d-495e-8335-c1e3efb00089
24,2019-11-01 00:01:28 UTC,cart,5837825,"1,93347228675342E+018",,,3.49,514649199,037e2ba9-1446-49c6-9723-dcfa7f9da3b8
25,2019-11-01 00:01:32 UTC,view,5882577,"1,48758001358157E+018",,thuya,13.49,516158753,d5ffdffc-eae4-4a93-8b6b-924db49a42df
26,2019-11-01 00:01:34 UTC,cart,5837825,"1,93347228675342E+018",,,3.49,514649199,037e2ba9-1446-49c6-9723-dcfa7f9da3b8
27,2019-11-01 00:01:40 UTC,cart,5817690,"1,48758001087205E+018",,,0.79,553329724,2067216c-31b5-455d-a1cc-af0575a34ffb
28,2019-11-01 00:01:53 UTC,view,5837491,"1,93336434472098E+018",,,5.08,514649199,e1861179-8a27-4b1c-9bfd-225093423b8f
29,2019-11-01 00:01:54 UTC,cart,5862929,"1,48758001010029E+018",,mavala,15.81,564506666,186c1951-8052-4b37-adce-dd9644b1d5f7
30,2019-11-01 00:01:57 UTC,purchase,5839412,"1,48758000655191E+018",,lovely,3.16,460304619,9f777569-bdf3-47e5-a3d4-dfc26beb29cb
31,2019-11-01 00:01:57 UTC,cart,5710314,"1,48758000526846E+018",,lianail,5.54,566239468,3ad69360-e328-454a-b1f8-0e0901e1e344
32,2019-11-01 00:01:57 UTC,purchase,5823969,"1,48758000526846E+018",,uno,17.46,460304619,9f777569-bdf3-47e5-a3d4-dfc26beb29cb
33,2019-11-01 00:01:57 UTC,purchase,5810480,"1,48758001128309E+018",,,22.54,460304619,9f777569-bdf3-47e5-a3d4-dfc26beb29cb
34,2019-11-01 00:02:02 UTC,view,5780829,"1,4875800050923E+018",,rosi,7.14,429913900,2f0bff3c-252f-4fe6-afcd-5d8a6a92839a
35,2019-11-01 00:02:06 UTC,cart,5723270,"1,48758001087205E+018",,ingarden,1.56,553329724,2067216c-31b5-455d-a1cc-af0575a34ffb
36,2019-11-01 00:02:15 UTC,remove_from_cart,5864286,"1,59777022553988E+018",,,20.16,565876667,cf5d7069-7465-4ec5-a9be-c911bc1b9f95
37,2019-11-01 00:02:18 UTC,cart,30195,"1,48758001092238E+018",,runail,0.38,553329724,2067216c-31b5-455d-a1cc-af0575a34ffb
38,2019-11-01 00:02:26 UTC,view,5587660,"1,48758000814575E+018",,roubloff,4.75,239732557,a245fe93-cc60-421f-b321-5c6ba8051155
39,2019-11-01 00:02:26 UTC,cart,5716351,"1,48758001087205E+018",,irisk,0.79,553329724,2067216c-31b5-455d-a1cc-af0575a34ffb
40,2019-11-01 00:02:35 UTC,view,5751422,"1,48758000526846E+018",,uno,10.95,429187721,65b36ebc-6538-4b2c-a077-252e1387fe81
41,2019-11-01 00:02:43 UTC,cart,5723264,"1,48758001087205E+018",,ingarden,1.56,553329724,2067216c-31b5-455d-a1cc-af0575a34ffb
42,2019-11-01 00:02:44 UTC,view,5837411,"1,93336434472098E+018",,,4.76,514649199,2732fbae-8a04-4945-9920-78a29c581032
43,2019-11-01 00:02:47 UTC,view,5891179,"1,75902469900783E+018",,,57.14,556138645,57ed222e-a54a-4907-9944-5a875c2d7f4f
44,2019-11-01 00:02:52 UTC,cart,5723464,"1,48758001092238E+018",,,0.79,553329724,2067216c-31b5-455d-a1cc-af0575a34ffb
45,2019-11-01 00:03:01 UTC,view,5780830,"1,4875800050923E+018",,rosi,7.14,429913900,2f0bff3c-252f-4fe6-afcd-5d8a6a92839a
46,2019-11-01 00:03:01 UTC,view,5803085,"1,75902469900783E+018",,,9.0,556138645,57ed222e-a54a-4907-9944-5a875c2d7f4f
47,2019-11-01 00:03:07 UTC,cart,5840033,"1,78399907132578E+018",,irisk,2.38,553329724,2067216c-31b5-455d-a1cc-af0575a34ffb
48,2019-11-01 00:03:09 UTC,view,5671072,"1,48758001343057E+018",,,18.38,565552145,6790ceb9-b128-4e49-86ce-1659e16ed2b7
49,2019-11-01 00:03:10 UTC,cart,5851312,"1,48758000526846E+018",,lianail,6.33,566239468,3ad69360-e328-454a-b1f8-0e0901e1e344
50,2019-11-01 00:03:14 UTC,view,5888548,"1,48758000491613E+018",,,3.97,429913900,2f0bff3c-252f-4fe6-afcd-5d8a6a92839a
51,2019-11-01 00:03:38 UTC,cart,5864286,"1,59777022553988E+018",,,20.16,565876667,cf5d7069-7465-4ec5-a9be-c911bc1b9f95
52,2019-11-01 00:03:39 UTC,view,5883844,"1,48758001167735E+018",,,25.71,445896396,b9052fb9-7da8-4df8-a1da-eae051cd8e9c
53,2019-11-01 00:03:44 UTC,cart,5674484,"1,48758000902655E+018",,runail,15.71,562076640,09fafd6c-6c99-46b1-834f-33527f4de241
54,2019-11-01 00:03:46 UTC,remove_from_cart,5851312,"1,48758000526846E+018",,lianail,6.33,566239468,3ad69360-e328-454a-b1f8-0e0901e1e344
55,2019-11-01 00:03:46 UTC,view,5856190,"1,48758000902655E+018",,runail,15.71,562076640,09fafd6c-6c99-46b1-834f-33527f4de241
56,2019-11-01 00:03:54 UTC,view,5856189,"1,48758000902655E+018",,runail,15.71,562076640,09fafd6c-6c99-46b1-834f-33527f4de241
57,2019-11-01 00:04:00 UTC,cart,5815662,"1,48758000631703E+018",,,0.92,485066868,9eeee910-722d-495e-8335-c1e3efb00089
58,2019-11-01 00:04:04 UTC,view,5759382,"1,54370596132618E+018",,,4.44,556138645,57ed222e-a54a-4907-9944-5a875c2d7f4f
59,2019-11-01 00:04:21 UTC,view,5829502,"1,48758001165219E+018",,farmstay,13.75,445896396,b9052fb9-7da8-4df8-a1da-eae051cd8e9c
60,2019-11-01 00:04:29 UTC,view,5864480,"1,59777022553988E+018",,,29.21,565876667,cf5d7069-7465-4ec5-a9be-c911bc1b9f95
61,2019-11-01 00:04:33 UTC,purchase,24380,"1,48758001299436E+018",,depilflax,5.24,564451209,861ab2f1-b2e5-886f-a93b-5b067eff081f
62,2019-11-01 00:04:33 UTC,purchase,26765,"1,48758001352285E+018",,ardell,7.16,564451209,861ab2f1-b2e5-886f-a93b-5b067eff081f
63,2019-11-01 00:04:33 UTC,purchase,5573498,"1,4875800129692E+018",,candy,4.29,564451209,861ab2f1-b2e5-886f-a93b-5b067eff081f
64,2019-11-01 00:04:33 UTC,purchase,5586154,"1,95827855120767E+018",,inm,3.17,564451209,861ab2f1-b2e5-886f-a93b-5b067eff081f
65,2019-11-01 00:04:33 UTC,purchase,5739918,"1,48758001299436E+018",,italwax,8.73,564451209,861ab2f1-b2e5-886f-a93b-5b067eff081f
66,2019-11-01 00:04:33 UTC,purchase,5766980,"1,48758001305308E+018",stationery.cartrige,italwax,1.98,564451209,861ab2f1-b2e5-886f-a93b-5b067eff081f
67,2019-11-01 00:04:33 UTC,purchase,5767494,"1,48758001305308E+018",stationery.cartrige,italwax,2.14,564451209,861ab2f1-b2e5-886f-a93b-5b067eff081f
68,2019-11-01 00:04:33 UTC,purchase,5775813,"1,48758001305308E+018",stationery.cartrige,italwax,1.98,564451209,861ab2f1-b2e5-886f-a93b-5b067eff081f
69,2019-11-01 00:04:33 UTC,purchase,5775814,"1,48758001305308E+018",stationery.cartrige,italwax,1.98,564451209,861ab2f1-b2e5-886f-a93b-5b067eff081f
70,2019-11-01 00:04:33 UTC,purchase,5881443,"2,15119107098411E+018",,lovely,7.78,564451209,861ab2f1-b2e5-886f-a93b-5b067eff081f
71,2019-11-01 00:04:33 UTC,purchase,5884031,"2,11458456454955E+018",,,3.97,564451209,861ab2f1-b2e5-886f-a93b-5b067eff081f
72,2019-11-01 00:04:33 UTC,purchase,9169,"1,48758001299436E+018",,candy,4.76,564451209,861ab2f1-b2e5-886f-a93b-5b067eff081f
73,2019-11-01 00:04:46 UTC,cart,5549786,"1,48758000559561E+018",,,3.0,566239468,3ad69360-e328-454a-b1f8-0e0901e1e344
74,2019-11-01 00:04:48 UTC,view,5763438,"1,48758001395067E+018",,ingarden,9.37,542350069,e7890f88-28e5-4104-a4c8-f72e8c114f63
75,2019-11-01 00:04:51 UTC,view,5861591,"1,48758000914399E+018",,lador,2.22,534488348,25360ead-b337-47b1-a61d-e684a8491179
76,2019-11-01 00:04:51 UTC,view,5763440,"1,48758001395067E+018",,ingarden,9.37,542350069,1f2f220e-8988-4553-808a-524217633522
77,2019-11-01 00:04:59 UTC,remove_from_cart,5838202,"1,93347228675342E+018",,,3.49,514649199,dd20e3bf-021f-4633-a9c7-18b6158b2006
78,2019-11-01 00:04:59 UTC,view,5870458,"1,48758001158508E+018",,levrana,10.32,445896396,b9052fb9-7da8-4df8-a1da-eae051cd8e9c
79,2019-11-01 00:05:00 UTC,remove_from_cart,5838192,"1,93347228675342E+018",,,3.49,514649199,dd20e3bf-021f-4633-a9c7-18b6158b2006
80,2019-11-01 00:05:02 UTC,view,5896424,"1,48758000630026E+018",,jessnail,32.54,562076640,09fafd6c-6c99-46b1-834f-33527f4de241
81,2019-11-01 00:05:06 UTC,view,5838169,"1,93347228675342E+018",,,3.49,514649199,dd20e3bf-021f-4633-a9c7-18b6158b2006
82,2019-11-01 00:05:17 UTC,view,5625247,"1,48758000643447E+018",,jas,98.4,424460109,1f21a6e7-5d75-4c77-adcc-1d47d3b16e15
83,2019-11-01 00:05:30 UTC,view,5885630,"1,78399906410319E+018",,,31.35,556138645,57ed222e-a54a-4907-9944-5a875c2d7f4f
84,2019-11-01 00:05:44 UTC,remove_from_cart,5838169,"1,93347228675342E+018",,,3.49,514649199,dd20e3bf-021f-4633-a9c7-18b6158b2006
85,2019-11-01 00:05:49 UTC,view,5864544,"1,78399907233242E+018",,,19.05,565876667,cf5d7069-7465-4ec5-a9be-c911bc1b9f95
86,2019-11-01 00:05:54 UTC,remove_from_cart,5838150,"1,93347228675342E+018",,,3.49,514649199,dd20e3bf-021f-4633-a9c7-18b6158b2006
87,2019-11-01 00:05:55 UTC,view,5857967,"1,48758001329635E+018",,limoni,6.44,391027139,8b820c4f-4cee-4407-9f6a-dc0f926959bb
88,2019-11-01 00:05:58 UTC,view,38005,"1,48758001358157E+018",,refectocil,10.13,566273978,c2d3b5fa-445a-432e-bfa8-bea9652e3cfe
89,2019-11-01 00:06:11 UTC,view,5549786,"1,48758000559561E+018",,,3.0,566239468,3ad69360-e328-454a-b1f8-0e0901e1e344
90,2019-11-01 00:06:22 UTC,remove_from_cart,5826980,"1,48758000567111E+018",,masura,3.95,556138645,57ed222e-a54a-4907-9944-5a875c2d7f4f
91,2019-11-01 00:06:22 UTC,remove_from_cart,5826980,"1,48758000567111E+018",,masura,3.95,556138645,57ed222e-a54a-4907-9944-5a875c2d7f4f
92,2019-11-01 00:06:24 UTC,remove_from_cart,5766772,"1,48758000765921E+018",,irisk,4.13,556138645,57ed222e-a54a-4907-9944-5a875c2d7f4f
93,2019-11-01 00:06:34 UTC,view,5863097,"1,48758001158508E+018",,,0.63,429904458,33bd95b0-7be4-4b05-8e7a-96225ad6873b
94,2019-11-01 00:06:34 UTC,view,5864545,"1,78399907233242E+018",,,19.05,565876667,cf5d7069-7465-4ec5-a9be-c911bc1b9f95
95,2019-11-01 00:06:36 UTC,view,5893540,"1,48758000824641E+018",,ecocraft,7.44,562817002,32e737b9-7439-40b0-9011-33a0f757cdf8
96,2019-11-01 00:06:42 UTC,cart,5770294,"1,48758000885878E+018",,milv,1.59,514649199,dd20e3bf-021f-4633-a9c7-18b6158b2006
97,2019-11-01 00:06:55 UTC,view,5747404,"1,48758000567111E+018",,masura,6.33,554428484,64ccbe91-91f6-4671-b276-857dfa0e99aa
98,2019-11-01 00:06:57 UTC,view,19162,"1,48758000844774E+018",,cnd,10.29,535645254,cfcbbad5-41ef-427a-865f-f0bf9421f331
99,2019-11-01 00:07:03 UTC,cart,5820777,"1,48758000631703E+018",,,3.97,485066868,9eeee910-722d-495e-8335-c1e3efb00089
100,2019-11-01 00:07:14 UTC,view,5864585,"1,78399907233242E+018",,,24.92,565876667,cf5d7069-7465-4ec5-a9be-c911bc1b9f95
101,2019-11-01 00:07:31 UTC,view,5747406,"1,48758000567111E+018",,masura,6.33,554428484,64ccbe91-91f6-4671-b276-857dfa0e99aa
102,2019-11-01 00:07:49 UTC,view,5817925,"1,48758000814575E+018",,,7.54,433392631,1de4c120-fcdb-4501-ab86-92b6417f0699
103,2019-11-01 00:07:54 UTC,view,5726464,"1,48758000526846E+018",,,5.56,510686874,3d96f80b-fde5-4c63-ac85-37a1ed5afa62
104,2019-11-01 00:07:56 UTC,view,5755165,"1,4875800050923E+018",,,5.56,564971277,adfe5add-f38f-477b-acda-abd7664b2d5d
105,2019-11-01 00:07:59 UTC,view,5876017,"1,48758001167735E+018",,,17.78,565876667,cf5d7069-7465-4ec5-a9be-c911bc1b9f95
106,2019-11-01 00:08:18 UTC,view,5893545,"1,78399906715664E+018",,ecocraft,7.44,562817002,7da4ad73-455d-47a3-95d2-decc2641156a
107,2019-11-01 00:08:38 UTC,view,4638,"1,48758001115726E+018",,runail,0.37,439472531,e7cbcdaa-e179-4fff-b87d-97f03b48df7e
108,2019-11-01 00:08:39 UTC,view,5864578,"1,78399907233242E+018",,,26.35,565876667,cf5d7069-7465-4ec5-a9be-c911bc1b9f95
109,2019-11-01 00:08:47 UTC,cart,5726464,"1,48758000526846E+018",,,5.56,510686874,3d96f80b-fde5-4c63-ac85-37a1ed5afa62
110,2019-11-01 00:09:01 UTC,view,4639,"1,48758001115726E+018",,runail,0.37,439472531,e7cbcdaa-e179-4fff-b87d-97f03b48df7e
111,2019-11-01 00:09:08 UTC,view,5882788,"1,48758001352285E+018",,thuya,85.56,473171427,84ef9383-843f-4670-a9a1-a4f9fca04b6c
112,2019-11-01 00:09:12 UTC,view,5892179,"1,48758001395067E+018",,,18.89,566281872,e194fdca-229b-4e0f-b6da-ac5457caf6d2
113,2019-11-01 00:09:16 UTC,view,5864281,"1,48758001158508E+018",,,18.1,565876667,cf5d7069-7465-4ec5-a9be-c911bc1b9f95
114,2019-11-01 00:09:19 UTC,view,37047,"1,48758000689585E+018",,runail,13.92,556138645,57ed222e-a54a-4907-9944-5a875c2d7f4f
115,2019-11-01 00:09:19 UTC,cart,5878673,"2,09573614488807E+018",,,2.86,514649199,dd20e3bf-021f-4633-a9c7-18b6158b2006
116,2019-11-01 00:09:24 UTC,view,4639,"1,48758001115726E+018",,runail,0.37,439472531,e7cbcdaa-e179-4fff-b87d-97f03b48df7e
117,2019-11-01 00:09:26 UTC,remove_from_cart,5837825,"1,93347228675342E+018",,,3.49,514649199,dd20e3bf-021f-4633-a9c7-18b6158b2006
118,2019-11-01 00:09:30 UTC,view,5893540,"1,48758000824641E+018",,ecocraft,7.44,562817002,6f5c9a0f-d2b8-47d2-b008-c9aae704dda2
119,2019-11-01 00:09:32 UTC,view,5885848,"1,48758000791087E+018",,,7.22,561167715,aed06c79-20aa-460a-a6de-b9cdf344c5c1
120,2019-11-01 00:09:35 UTC,view,5666406,"1,48758001115726E+018",,irisk,0.63,439472531,e7cbcdaa-e179-4fff-b87d-97f03b48df7e
121,2019-11-01 00:09:41 UTC,view,5838211,"1,93347228675342E+018",,,3.49,514649199,dd20e3bf-021f-4633-a9c7-18b6158b2006
122,2019-11-01 00:09:44 UTC,view,5809910,"1,60294368187305E+018",,grattol,5.24,249305749,e707213f-7920-49e5-9386-55e3a516e069
123,2019-11-01 00:09:53 UTC,view,5666407,"1,48758001115726E+018",,irisk,0.63,439472531,e7cbcdaa-e179-4fff-b87d-97f03b48df7e
124,2019-11-01 00:09:56 UTC,view,5864538,"1,48758001158508E+018",,,17.62,565876667,cf5d7069-7465-4ec5-a9be-c911bc1b9f95
125,2019-11-01 00:10:01 UTC,view,5729011,"1,48758000777665E+018",,ingarden,0.79,439472531,e7cbcdaa-e179-4fff-b87d-97f03b48df7e
126,2019-11-01 00:10:03 UTC,view,4607,"1,48758001079655E+018",,runail,0.38,566281978,dae10616-018b-404b-ab5e-76166fb17bbe
127,2019-11-01 00:10:12 UTC,cart,5809910,"1,60294368187305E+018",,grattol,5.24,249305749,e707213f-7920-49e5-9386-55e3a516e069
128,2019-11-01 00:10:13 UTC,view,5851159,"1,48758000730689E+018",,,3.97,456387668,0c4b59f8-7ed6-4beb-84bb-7a952968a9fb
129,2019-11-01 00:10:14 UTC,view,4638,"1,48758001115726E+018",,runail,0.37,439472531,e7cbcdaa-e179-4fff-b87d-97f03b48df7e
130,2019-11-01 00:10:35 UTC,view,4817,"1,48758001115726E+018",,runail,0.37,439472531,e7cbcdaa-e179-4fff-b87d-97f03b48df7e
131,2019-11-01 00:10:43 UTC,view,5013,"1,48758000814575E+018",,runail,1.27,460726340,0ea5b639-b633-41c3-a689-5db845e649e8
132,2019-11-01 00:10:46 UTC,view,5739097,"1,48758000791087E+018",,,13.81,561167715,aed06c79-20aa-460a-a6de-b9cdf344c5c1
133,2019-11-01 00:10:47 UTC,view,4654,"1,48758001115726E+018",,runail,0.37,439472531,e7cbcdaa-e179-4fff-b87d-97f03b48df7e
134,2019-11-01 00:10:49 UTC,view,5864480,"1,59777022553988E+018",,,29.21,565876667,cf5d7069-7465-4ec5-a9be-c911bc1b9f95
135,2019-11-01 00:10:53 UTC,view,5857360,"1,48758000814575E+018",,runail,1.51,460726340,0ea5b639-b633-41c3-a689-5db845e649e8
136,2019-11-01 00:10:55 UTC,view,5809911,"1,60294368187305E+018",,grattol,5.24,249305749,e707213f-7920-49e5-9386-55e3a516e069
137,2019-11-01 00:11:11 UTC,remove_from_cart,5013,"1,48758000814575E+018",,runail,1.27,460726340,0ea5b639-b633-41c3-a689-5db845e649e8
138,2019-11-01 00:11:12 UTC,view,5662310,"1,48758000771793E+018",,airnails,1.43,424460109,1f21a6e7-5d75-4c77-adcc-1d47d3b16e15
139,2019-11-01 00:11:12 UTC,view,5866135,"1,48758000826319E+018",,s.care,103.17,566282124,51d54818-54fc-49fd-bb4b-9553ea4bdc97
140,2019-11-01 00:11:18 UTC,view,5835857,"1,48758000818769E+018",,,5.71,460726340,0ea5b639-b633-41c3-a689-5db845e649e8
141,2019-11-01 00:11:39 UTC,view,5864993,"1,48758000791087E+018",,zinger,9.73,561167715,aed06c79-20aa-460a-a6de-b9cdf344c5c1
142,2019-11-01 00:11:45 UTC,view,5885848,"1,48758000791087E+018",,,7.22,561167715,aed06c79-20aa-460a-a6de-b9cdf344c5c1
143,2019-11-01 00:11:46 UTC,remove_from_cart,5838211,"1,93347228675342E+018",,,3.49,514649199,dd20e3bf-021f-4633-a9c7-18b6158b2006
144,2019-11-01 00:11:50 UTC,view,5893545,"1,78399906715664E+018",,ecocraft,7.44,562817002,3b62544a-ebf5-4480-9a8f-412dddf5f7bd
145,2019-11-01 00:11:50 UTC,view,5770294,"1,48758000885878E+018",,milv,1.59,514649199,dd20e3bf-021f-4633-a9c7-18b6158b2006
146,2019-11-01 00:11:51 UTC,view,5846385,"1,48758000814575E+018",,lovely,5.7,460726340,0ea5b639-b633-41c3-a689-5db845e649e8
147,2019-11-01 00:11:51 UTC,view,5734279,"1,48758000791087E+018",,,14.29,561167715,aed06c79-20aa-460a-a6de-b9cdf344c5c1
148,2019-11-01 00:12:04 UTC,view,5769926,"1,48758001384161E+018",,kapous,4.22,566281936,e1f07149-5e27-49e7-9bcd-1b40faf0af9f
149,2019-11-01 00:12:14 UTC,view,5839239,"1,48758001384161E+018",,concept,7.78,566281936,af7b8402-ce18-4ce0-87ef-d9ca3b4c17b7
150,2019-11-01 00:12:18 UTC,view,5877797,"1,48758000905172E+018",,,63.49,566282221,9b0db3cf-4918-47ca-b44e-eb3db03027c3
151,2019-11-01 00:12:20 UTC,remove_from_cart,5857360,"1,48758000814575E+018",,runail,1.51,460726340,0ea5b639-b633-41c3-a689-5db845e649e8
152,2019-11-01 00:12:21 UTC,view,5695642,"1,48758001384161E+018",,,2.62,566281936,1ed91c22-009e-44c6-ae01-b72fd68b774b
153,2019-11-01 00:12:31 UTC,view,5869139,"2,06917113332787E+018",,cosmoprofi,6.35,460726340,0ea5b639-b633-41c3-a689-5db845e649e8
154,2019-11-01 00:12:42 UTC,view,5844907,"1,48758001384161E+018",,concept,7.78,566281936,af7b8402-ce18-4ce0-87ef-d9ca3b4c17b7
155,2019-11-01 00:12:49 UTC,view,5823666,"1,48758001384161E+018",,kapous,6.89,566281936,af7b8402-ce18-4ce0-87ef-d9ca3b4c17b7
156,2019-11-01 00:12:53 UTC,view,4653,"1,48758001115726E+018",,runail,0.37,439472531,d8111fe9-0a96-44bc-9a7d-154de963b7e0
157,2019-11-01 00:13:10 UTC,remove_from_cart,5761411,"1,48758000743272E+018",,ingarden,2.86,202438687,8dc848f5-bac3-44d7-9414-75d4e599abaf
158,2019-11-01 00:13:12 UTC,remove_from_cart,5749154,"1,4875800075921E+018",,,0.22,202438687,8dc848f5-bac3-44d7-9414-75d4e599abaf
159,2019-11-01 00:13:14 UTC,remove_from_cart,5749145,"1,4875800075921E+018",,,0.22,202438687,8dc848f5-bac3-44d7-9414-75d4e599abaf
160,2019-11-01 00:13:16 UTC,remove_from_cart,5749153,"1,4875800075921E+018",,,0.22,202438687,8dc848f5-bac3-44d7-9414-75d4e599abaf
161,2019-11-01 00:13:16 UTC,remove_from_cart,5749153,"1,4875800075921E+018",,,0.22,202438687,8dc848f5-bac3-44d7-9414-75d4e599abaf
162,2019-11-01 00:13:17 UTC,remove_from_cart,5749156,"1,4875800075921E+018",,,0.22,202438687,8dc848f5-bac3-44d7-9414-75d4e599abaf
163,2019-11-01 00:13:17 UTC,remove_from_cart,5749156,"1,4875800075921E+018",,,0.22,202438687,8dc848f5-bac3-44d7-9414-75d4e599abaf
164,2019-11-01 00:13:19 UTC,remove_from_cart,5749150,"1,4875800075921E+018",,,0.22,202438687,8dc848f5-bac3-44d7-9414-75d4e599abaf
165,2019-11-01 00:13:20 UTC,remove_from_cart,5749150,"1,4875800075921E+018",,,0.22,202438687,8dc848f5-bac3-44d7-9414-75d4e599abaf
166,2019-11-01 00:13:25 UTC,remove_from_cart,5698505,"1,48758000757532E+018",,ingarden,1.51,202438687,8dc848f5-bac3-44d7-9414-75d4e599abaf
167,2019-11-01 00:13:26 UTC,remove_from_cart,5698505,"1,48758000757532E+018",,ingarden,1.51,202438687,8dc848f5-bac3-44d7-9414-75d4e599abaf
168,2019-11-01 00:13:27 UTC,remove_from_cart,5685883,"1,48758000757532E+018",,,1.43,202438687,8dc848f5-bac3-44d7-9414-75d4e599abaf
169,2019-11-01 00:13:29 UTC,remove_from_cart,5695948,"1,48758000757532E+018",,,1.43,202438687,8dc848f5-bac3-44d7-9414-75d4e599abaf
170,2019-11-01 00:13:31 UTC,view,5782146,"1,48758001290209E+018",,,26.98,539842654,c810b2f2-c9ef-4a20-bb9d-ecbc7158c0e2
171,2019-11-01 00:13:31 UTC,remove_from_cart,5877912,"1,48758000757532E+018",,freedecor,1.27,202438687,8dc848f5-bac3-44d7-9414-75d4e599abaf
172,2019-11-01 00:13:36 UTC,remove_from_cart,5801116,"1,78399906331466E+018",,irisk,11.59,202438687,8dc848f5-bac3-44d7-9414-75d4e599abaf
173,2019-11-01 00:13:39 UTC,remove_from_cart,5804460,"1,78399906357471E+018",,bluesky,19.05,202438687,8dc848f5-bac3-44d7-9414-75d4e599abaf
174,2019-11-01 00:13:39 UTC,remove_from_cart,5804460,"1,78399906357471E+018",,bluesky,19.05,202438687,8dc848f5-bac3-44d7-9414-75d4e599abaf
175,2019-11-01 00:13:46 UTC,remove_from_cart,5843378,"1,4875800050923E+018",,lianail,15.86,202438687,8dc848f5-bac3-44d7-9414-75d4e599abaf
176,2019-11-01 00:13:48 UTC,view,5751383,"1,4875800050923E+018",,uno,10.32,326986312,f2a9062d-db95-47e1-843e-e274d4e13e7f
177,2019-11-01 00:13:59 UTC,remove_from_cart,5809785,"1,48758000526846E+018",,,15.84,202438687,8dc848f5-bac3-44d7-9414-75d4e599abaf
178,2019-11-01 00:14:00 UTC,view,5807101,"1,48758001350607E+018",,runail,10.32,565607868,91500f32-3f2b-48db-b24b-0ad72539d772
