event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2019-10-01 00:00:00 UTC,cart,5773203,"1,48758000513424E+018",,runail,2.62,463240011,26dd6e6e-4dac-4778-8d2c-92e149dab885
2019-10-01 00:29:21 UTC,cart,5857007,"1,48758000949631E+018",,runail,3.17,554342223,0b974342-1a53-41c1-a426-23130e770f4b
2019-10-01 00:29:37 UTC,remove_from_cart,5853243,"1,48758000513424E+018",,runail,3.17,446404021,abac4e23-d977-47d9-99e9-7faf35e62cc1
2019-10-01 00:29:37 UTC,remove_from_cart,5853243,"1,48758000513424E+018",,runail,3.17,446404021,abac4e23-d977-47d9-99e9-7faf35e62cc1
2019-10-01 00:29:58 UTC,view,5866208,"1,48758001384161E+018",,concept,3.16,555450661,0c203389-8b1e-4537-a800-d67f8ab0a2c7
2019-10-01 00:29:58 UTC,view,5846437,"1,48758001395067E+018",,browxenna,45.24,555450676,48dd305f-a607-449a-b539-86a4757f0ee3
2019-10-01 00:29:59 UTC,view,5815080,"1,48758000546139E+018",,bluesky,5.24,489267719,e96af142-3dd6-423f-881d-5d8518ae897e
2019-10-01 00:30:01 UTC,remove_from_cart,5829345,"1,48758001158508E+018",,farmstay,0.79,500715786,43222328-70e0-4213-9bb4-ef03a172fabc
2019-10-01 00:30:03 UTC,remove_from_cart,5829347,"1,48758001158508E+018",,farmstay,0.79,500715786,43222328-70e0-4213-9bb4-ef03a172fabc
2019-10-01 00:30:03 UTC,remove_from_cart,5829300,"1,48758001158508E+018",,farmstay,0.79,500715786,43222328-70e0-4213-9bb4-ef03a172fabc
2019-10-01 00:30:04 UTC,remove_from_cart,5829347,"1,48758001158508E+018",,farmstay,0.79,500715786,43222328-70e0-4213-9bb4-ef03a172fabc
2019-10-01 00:30:05 UTC,remove_from_cart,5829351,"1,48758001158508E+018",,farmstay,0.79,500715786,43222328-70e0-4213-9bb4-ef03a172fabc
2019-10-01 00:30:05 UTC,remove_from_cart,5829351,"1,48758001158508E+018",,farmstay,0.79,500715786,43222328-70e0-4213-9bb4-ef03a172fabc
2019-10-01 00:30:08 UTC,remove_from_cart,5857356,"1,48758000513424E+018",,runail,2.78,539252117,faf04c6e-7e12-48d0-bf97-9155e6140207
2019-10-01 00:30:08 UTC,remove_from_cart,5857356,"1,48758000513424E+018",,runail,2.78,539252117,faf04c6e-7e12-48d0-bf97-9155e6140207
2019-10-01 00:30:09 UTC,remove_from_cart,5143,"1,48758000881684E+018",,runail,1.03,539252117,faf04c6e-7e12-48d0-bf97-9155e6140207
2019-10-01 00:30:09 UTC,remove_from_cart,5143,"1,48758000881684E+018",,runail,1.03,539252117,faf04c6e-7e12-48d0-bf97-9155e6140207
2019-10-01 00:30:15 UTC,view,5838568,"1,48758000877489E+018",,,3.65,507174268,a4d33609-8c19-4b7f-becf-1f6fcb7a8b5d
2019-10-01 00:30:17 UTC,view,5617817,"1,48758001314536E+018",,ardell,8.65,539252117,faf04c6e-7e12-48d0-bf97-9155e6140207
2019-10-01 00:30:21 UTC,view,5773221,"1,48758000513424E+018",,runail,2.62,446404021,abac4e23-d977-47d9-99e9-7faf35e62cc1
2019-10-01 00:30:25 UTC,cart,5863222,"2,00739994345878E+018",apparel.glove,mavala,7.78,554342223,0b974342-1a53-41c1-a426-23130e770f4b
2019-10-01 00:30:28 UTC,view,5697334,"1,48758000743272E+018",,,1.84,388585170,54201bee-2b69-64cd-6a07-94bdb4613099
2019-10-01 00:30:32 UTC,cart,5766980,"1,48758001305308E+018",stationery.cartrige,italwax,1.98,500715786,43222328-70e0-4213-9bb4-ef03a172fabc
